 
root [4] .L ../Angles.C 
root [5] .L ../PDG_ZA.C 

root [5] tree->Scan("Nevent:Reaction:Nhits:PDG_ZA(PDGchit):Enhit:PhiDeg(dXhit,dYhit):ThetaDeg(dZhit):Thit","Volhit==3")
***********************************************************************************************************************
*    Row   * Instance *    Nevent *  Reaction *     Nhits * PDG_ZA(PD *     Enhit * PhiDeg(dX * ThetaDeg( *      Thit *
*       67 *       17 *   3673827 *        57 *        19 *      2112 * 21.471948 * 4.8638139 * 132.12201 * 2.0691747 *
*       67 *       18 *   3673827 *        57 *        19 *      2112 * 27.233333 * 346.39258 * 34.297122 * 1.8956634 *
*       68 *        0 *   3705392 *        58 *         8 *        22 * 8.9509519 * 225.86591 * 130.09145 * 0.8030937 *
*       68 *        1 *   3705392 *        58 *         8 *        22 * 0.0425002 * 71.159517 * 27.263884 * 0.8025000 *
*       68 *        2 *   3705392 *        58 *         8 *      2112 * 2.9023832 * 134.30325 * 21.716969 * 4.7637336 *
*       68 *        3 *   3705392 *        58 *         8 *      2212 * 2.9019158 * 98.021326 * 54.302584 * 4.7589790 *
*       68 *        4 *   3705392 *        58 *         8 *      2212 * 48.284794 * 97.706500 * 28.895116 * 1.5559569 *
*       68 *        5 *   3705392 *        58 *         8 *     10030 * 36.609368 * 325.42144 * 34.440169 * 2.5711169 *
*       68 *        6 *   3705392 *        58 *         8 *      2112 * 20.622625 * 64.122073 * 66.735067 * 2.0982662 *
Type <CR> to continue or q to quit ==> 
*       68 *        7 *   3705392 *        58 *         8 *    110230 * 117.43564 * 224.65706 * 8.6796722 * 3.6963685 *
*       69 *        0 *   3740992 *        59 *         8 *        22 * 1.2919715 * 85.975177 * 48.602581 * 0.8025432 *
*       69 *        1 *   3740992 *        59 *         8 *     20040 * 33.414972 * 179.81019 * 21.299157 * 2.9994546 *
*       69 *        2 *   3740992 *        59 *         8 *     20040 * 29.829382 * 98.771732 * 23.061136 * 3.1443869 *
*       69 *        3 *   3740992 *        59 *         8 *     10020 * 9.0368738 * 154.81745 * 38.096833 * 3.9113276 *
*       69 *        4 *   3740992 *        59 *         8 *      2112 * 11.774946 * 304.79448 * 22.831044 * 2.6136281 *
*       69 *        5 *   3740992 *        59 *         8 *     10020 * 23.859611 * 270.97807 * 38.250978 * 2.5985746 *
*       69 *        6 *   3740992 *        59 *         8 *     10030 * 63.609618 * 101.69390 * 7.7385959 * 2.0755423 *
*       69 *        7 *   3740992 *        59 *         8 *     70140 * 44.192346 * 344.54734 * 16.422535 * 4.5676733 *
*       70 *        0 *   3995862 *        60 *        16 *    380850 * 28.780548 * 143.91577 * 9.0587843 * 12.953714 *
*       70 *        1 *   3995862 *        60 *        16 *        22 * 1.6496677 * 83.311495 * 103.01474 * 0.8029437 *
*       70 *        2 *   3995862 *        60 *        16 *        22 * 0.4478557 * 11.156735 * 65.811877 * 0.8033174 *
*       70 *        3 *   3995862 *        60 *        16 *        22 * 0.2669518 * 167.05949 * 83.428370 * 0.8020174 *
*       70 *        4 *   3995862 *        60 *        16 *        22 * 0.6732197 * 27.170469 * 45.488320 * 0.8031669 *
*       70 *        5 *   3995862 *        60 *        16 *        22 * 0.3714875 * 239.10468 * 73.964942 * 0.8021180 *
*       70 *        6 *   3995862 *        60 *        16 *        22 * 0.8661585 * 108.38530 * 145.05414 * 0.8026426 *
*       70 *        7 *   3995862 *        60 *        16 *      2112 * 4.0852548 * 317.14722 * 48.768053 * 4.0932295 *
*       70 *        8 *   3995862 *        60 *        16 *      2112 * 14.468447 * 71.500188 * 20.808940 * 2.4085023 *
*       70 *        9 *   3995862 *        60 *        16 *      2212 * 10.560047 * 13.770113 * 50.515558 * 2.7340703 *
*       70 *       10 *   3995862 *        60 *        16 *      2212 * 9.1774222 * 217.67067 * 41.633409 * 2.8888473 *
*       70 *       11 *   3995862 *        60 *        16 *      2112 * 16.315367 * 255.60593 * 59.534743 * 2.2951821 *
*       70 *       12 *   3995862 *        60 *        16 *      2112 * 5.6834715 * 199.54393 * 107.32796 * 3.5362472 *
*       70 *       13 *   3995862 *        60 *        16 *      2112 * 2.6125388 * 300.31348 * 113.69335 * 4.9949436 *
*       70 *       14 *   3995862 *        60 *        16 *      2212 * 44.273785 * 77.586050 * 63.885144 * 1.6019709 *
*       70 *       15 *   3995862 *        60 *        16 *      2212 * 64.259818 * 319.78646 * 62.543735 * 1.4231711 *
Type <CR> to continue or q to quit ==> 
*       71 *        0 *   4019388 *        61 *        19 *        22 * 0.7551469 * 128.84309 * 131.99330 * 0.8025339 *
*       71 *        1 *   4019388 *        61 *        19 *        22 * 1.0868464 * 98.682521 * 9.4834367 * 0.8025859 *
*       71 *        2 *   4019388 *        61 *        19 *        22 * 1.4027199 * 101.22254 * 6.8291245 * 0.8026051 *
*       71 *        3 *   4019388 *        61 *        19 *        22 * 0.4358826 * 237.32537 * 60.130621 * 0.8030905 *
*       71 *        4 *   4019388 *        61 *        19 *        22 * 0.5696788 * 194.48388 * 102.97854 * 0.8030176 *
*       71 *        5 *   4019388 *        61 *        19 *        22 * 1.0675991 * 114.45450 * 83.136651 * 0.8023799 *
*       71 *        6 *   4019388 *        61 *        19 *      2112 * 2.3671094 * 238.33652 * 10.312489 * 5.2221720 *
*       71 *        7 *   4019388 *        61 *        19 *      2112 * 3.0237123 * 90.495413 * 78.239709 * 4.6701424 *
*       71 *        8 *   4019388 *        61 *        19 *      2112 * 2.1339885 * 108.17283 * 21.918855 * 5.4712168 *
*       71 *        9 *   4019388 *        61 *        19 *      2212 * 9.2429812 * 259.72712 * 100.16264 * 2.8870140 *
*       71 *       10 *   4019388 *        61 *        19 *      2212 * 12.692164 * 73.656956 * 82.213882 * 2.5318030 *
*       71 *       11 *   4019388 *        61 *        19 *      2212 * 4.7538903 *  205.4624 * 116.17704 * 3.8292052 *
*       71 *       12 *   4019388 *        61 *        19 *      2212 * 15.499721 * 130.16019 * 71.496422 * 2.3414149 *
*       71 *       13 *   4019388 *        61 *        19 *    360820 * 55.105007 * 316.82707 * 0.2241536 * 9.3342993 *
*       71 *       14 *   4019388 *        61 *        19 *      2112 * 4.1337730 * 119.88750 * 74.491118 * 4.0668393 *
*       71 *       15 *   4019388 *        61 *        19 *      2212 * 14.804279 * 13.631101 * 153.35126 * 2.3836837 *
*       71 *       16 *   4019388 *        61 *        19 *      2112 * 9.5004254 * 284.52333 * 83.743936 * 2.8551989 *
*       71 *       17 *   4019388 *        61 *        19 *      2212 * 14.474354 * 20.628113 * 133.03307 * 2.4041981 *
*       71 *       18 *   4019388 *        61 *        19 *      2112 * 26.165723 * 256.17619 * 87.088695 * 1.9250366 *
*       72 *        0 *   4056636 *       -12 *         1 *     80180 * 275.06650 * 340.53678 * 18.695805 * 2.3483003 *
*       73 *        0 *   4131436 *        62 *        10 *        22 * 0.4845400 * 93.014506 * 26.931407 * 0.8026069 *
*       73 *        1 *   4131436 *        62 *        10 *        22 * 1.5397124 * 41.596906 * 116.24356 * 0.8024480 *
*       73 *        2 *   4131436 *        62 *        10 *        22 * 4.0890822 * 276.33479 * 137.21150 * 0.8027240 *
*       73 *        3 *   4131436 *        62 *        10 *      2212 * 19.367210 * 181.24321 * 9.3465741 * 2.1496521 *
*       73 *        4 *   4131436 *        62 *        10 *      2112 * 37.820831 * 240.40941 *  19.61645 * 1.6889251 *
Type <CR> to continue or q to quit ==> 
*       73 *        5 *   4131436 *        62 *        10 *      2112 * 1.8991500 * 142.11795 * 81.794912 * 5.7740412 *
*       73 *        6 *   4131436 *        62 *        10 *      2212 * 12.220143 * 60.659487 * 86.850123 * 2.5722500 *
*       73 *        7 *   4131436 *        62 *        10 *      2112 * 6.1825116 * 85.716889 * 60.223936 * 3.4159915 *
*       73 *        8 *   4131436 *        62 *        10 *     10020 * 12.475174 * 333.30998 * 53.112715 * 3.4004528 *
*       73 *        9 *   4131436 *        62 *        10 *    110230 * 135.28989 * 222.07765 * 3.6446627 * 3.4769194 *
*       74 *        0 *   4146726 *        63 *         7 *     60120 * 66.206684 * 254.48296 * 15.935117 * 3.5762062 *
*       74 *        1 *   4146726 *        63 *         7 *     20040 * 25.132252 * 43.842920 * 23.594878 * 3.3793133 *
*       74 *        2 *   4146726 *        63 *         7 *     20040 * 35.124407 * 116.45616 * 32.489390 * 2.9356929 *
*       74 *        3 *   4146726 *        63 *         7 *     20040 * 59.501996 * 61.100098 * 3.3796793 * 2.3735503 *
*       74 *        4 *   4146726 *        63 *         7 *     10030 * 15.558050 * 7.0524343 * 51.166190 * 3.6768115 *
*       74 *        5 *   4146726 *        63 *         7 *     10020 * 13.692888 * 171.21700 * 63.343112 * 3.2711828 *
*       74 *        6 *   4146726 *        63 *         7 *      2112 * 15.479727 * 286.18769 * 57.784495 * 2.3467745 *
*       75 *        0 *   4194244 *        64 *        20 *    360791 * 49.707411 * 344.43335 * 10.944469 * 9.6306279 *
*       75 *        1 *   4194244 *        64 *        20 *        22 * 0.8489443 * 191.10056 * 36.073960 * 0.8028513 *
*       75 *        2 *   4194244 *        64 *        20 *        22 * 1.0081753 * 107.30738 * 110.81605 * 0.8021237 *
*       75 *        3 *   4194244 *        64 *        20 *        22 *  1.176284 * 202.35275 * 33.501111 * 0.8029002 *
*       75 *        4 *   4194244 *        64 *        20 *        22 * 0.7061733 * 76.332203 * 76.242299 * 0.8019784 *
*       75 *        5 *   4194244 *        64 *        20 *        22 * 1.0638181 * 90.842405 * 71.916798 * 0.8020271 *
*       75 *        6 *   4194244 *        64 *        20 *        22 * 0.6269364 * 86.791344 * 80.723149 * 0.8019892 *
*       75 *        7 *   4194244 *        64 *        20 *        22 * 0.7194782 * 250.54352 * 101.12394 * 0.8033336 *
*       75 *        8 *   4194244 *        64 *        20 *        22 * 0.6217092 * 138.17424 * 129.01561 * 0.8024364 *
*       75 *        9 *   4194244 *        64 *        20 *        22 * 1.4912841 * 282.75267 * 112.75451 * 0.8032005 *
*       75 *       10 *   4194244 *        64 *        20 *        22 * 1.7292278 * 208.19941 * 128.00751 * 0.8030492 *
*       75 *       11 *   4194244 *        64 *        20 *      2112 * 6.5698545 * 335.39790 * 45.641029 * 3.3300494 *
*       75 *       12 *   4194244 *        64 *        20 *      2212 * 4.2906656 * 63.548902 * 156.46651 * 3.9978538 *
Type <CR> to continue or q to quit ==> 
*       75 *       13 *   4194244 *        64 *        20 *      2112 * 13.344633 * 224.07142 * 102.54868 * 2.4895626 *
*       75 *       14 *   4194244 *        64 *        20 *     20040 * 9.7044772 * 79.930489 * 96.710543 * 5.1341969 *
*       75 *       15 *   4194244 *        64 *        20 *      2212 * 11.111404 * 225.41024 * 96.846855 * 2.6783317 *
*       75 *       16 *   4194244 *        64 *        20 *      2112 * 20.468095 * 294.16080 * 59.725487 * 2.1081819 *
*       75 *       17 *   4194244 *        64 *        20 *      2112 * 13.655824 * 2.4636625 * 7.9741544 * 2.4630954 *
*       75 *       18 *   4194244 *        64 *        20 *      2112 * 15.460539 * 246.37375 * 46.280203 * 2.3485392 *
*       75 *       19 *   4194244 *        64 *        20 *     20040 * 52.385957 * 148.99042 * 94.666219 * 2.4954818 *
*       76 *        0 *   4215659 *       -13 *         1 *     80180 * 274.94921 * 135.52107 * 6.9585625 * 2.3485520 *
*       77 *        0 *   4311415 *        65 *         6 *     60120 * 114.60007 * 225.39361 * 16.624580 * 2.8369291 *
*       77 *        1 *   4311415 *        65 *         6 *      2212 * 11.823930 * 152.89552 * 43.381226 * 2.6104479 *
*       77 *        2 *   4311415 *        65 *         6 *      2112 * 7.9397479 * 270.39296 * 24.828799 * 3.0732310 *
*       77 *        3 *   4311415 *        65 *         6 *     50110 * 58.508945 * 64.419671 * 7.4098911 * 3.6326346 *
*       77 *        4 *   4311415 *        65 *         6 *     10030 * 13.510571 * 0.2650398 * 65.430422 * 3.9076119 *
*       77 *        5 *   4311415 *        65 *         6 *     10020 * 15.636017 * 63.093126 * 68.585231 * 3.0901389 *
*       78 *        0 *   4427693 *        66 *         8 *        22 * 1.2255524 * 186.89437 * 173.80237 * 0.8027033 *
*       78 *        1 *   4427693 *        66 *         8 *        22 * 8.9000744 * 117.55570 * 122.81809 * 0.8033496 *
*       78 *        2 *   4427693 *        66 *         8 *      2212 * 16.727121 * 266.61543 * 21.652571 * 2.2724632 *
*       78 *        3 *   4427693 *        66 *         8 *      2112 * 5.7481174 * 97.678230 * 24.127499 * 3.5281928 *
*       78 *        4 *   4427693 *        66 *         8 *      2112 * 37.416357 * 228.56597 * 62.843319 * 1.6943269 *
*       78 *        5 *   4427693 *        66 *         8 *      2112 * 31.316999 * 331.41563 * 37.740251 * 1.8011984 *
*       78 *        6 *   4427693 *        66 *         8 *     10020 *  2.643979 * 26.254915 * 94.980086 * 6.8147948 *
*       78 *        7 *   4427693 *        66 *         8 *    120240 * 138.81238 * 104.81686 * 5.2133212 * 3.5023125 *
*       79 *        0 *   4519734 *        67 *        10 *        22 * 1.6450143 * 254.87690 * 83.017759 * 0.8025401 *
*       79 *        1 *   4519734 *        67 *        10 *        22 * 4.4921921 * 240.68016 * 23.066151 * 0.8025334 *
*       79 *        2 *   4519734 *        67 *        10 *        22 * 1.1330184 * 52.825257 * 141.20596 * 0.8029268 *
Type <CR> to continue or q to quit ==> 
*       79 *        3 *   4519734 *        67 *        10 *      2112 * 2.5690152 * 305.34428 * 11.704673 * 5.0325255 *
*       79 *        4 *   4519734 *        67 *        10 *      2212 * 8.9597132 * 273.25009 * 32.570513 * 2.9216319 *
*       79 *        5 *   4519734 *        67 *        10 *      2112 * 2.2408172 * 58.003873 * 18.999878 * 5.3543011 *
*       79 *        6 *   4519734 *        67 *        10 *     10030 * 21.448544 * 147.14512 * 26.404356 * 3.2049122 *
*       79 *        7 *   4519734 *        67 *        10 *     20030 * 4.0381718 * 32.213969 * 73.674299 * 6.7665916 *
*       79 *        8 *   4519734 *        67 *        10 *      2112 * 10.988488 * 211.91133 * 93.701102 * 2.6836586 *
*       79 *        9 *   4519734 *        67 *        10 *    100200 * 162.19399 * 349.85653 * 2.4239068 * 3.0350287 *
*       80 *        0 *   4521970 *       -14 *         1 *     80180 * 274.92257 * 137.65286 * 7.7956502 * 2.3487633 *
*       81 *        0 *   4525727 *       -15 *         1 *     80180 * 274.92449 * 330.74575 * 9.0163228 * 2.3492109 *
*       82 *        0 *   4576706 *        68 *        19 *    370811 * 60.417179 * 35.112505 * 8.9290594 * 8.8857795 *
*       82 *        1 *   4576706 *        68 *        19 *        22 * 0.6381132 * 91.954805 * 60.140366 * 0.8023232 *
*       82 *        2 *   4576706 *        68 *        19 *        22 * 0.8559729 * 155.13993 * 115.96426 * 0.8019461 *
*       82 *        3 *   4576706 *        68 *        19 *        22 * 1.0160591 * 0.0571595 * 105.95009 * 0.8033200 *
*       82 *        4 *   4576706 *        68 *        19 *        22 * 1.1991520 * 80.560194 * 40.572242 * 0.8024970 *
*       82 *        5 *   4576706 *        68 *        19 *        22 * 1.2542861 * 0.5421907 * 169.22199 * 0.8027782 *
*       82 *        6 *   4576706 *        68 *        19 *        22 * 1.4682398 * 150.66659 * 108.76651 * 0.8019093 *
*       82 *        7 *   4576706 *        68 *        19 *        22 * 2.3901355 * 54.251119 * 88.437654 * 0.8027715 *
*       82 *        8 *   4576706 *        68 *        19 *      2112 * 2.2045523 * 46.187162 * 69.977511 * 5.3956280 *
*       82 *        9 *   4576706 *        68 *        19 *      2212 * 1.8859318 * 225.64389 * 168.70408 * 5.7866448 *
*       82 *       10 *   4576706 *        68 *        19 *      2112 * 0.6507912 * 200.22964 * 117.48641 * 9.5093977 *
*       82 *       11 *   4576706 *        68 *        19 *      2212 * 3.0728895 * 291.99424 * 133.88358 * 4.6440106 *
*       82 *       12 *   4576706 *        68 *        19 *      2212 * 8.7153341 * 153.87636 * 92.764358 * 2.9490182 *
*       82 *       13 *   4576706 *        68 *        19 *      2112 * 5.6149883 * 116.88648 * 121.85133 * 3.5562665 *
*       82 *       14 *   4576706 *        68 *        19 *      2112 * 9.7758382 * 142.16555 * 30.762618 * 2.8166702 *
*       82 *       15 *   4576706 *        68 *        19 *      2112 * 1.4729440 * 141.61545 * 36.435892 * 6.4815281 *
Type <CR> to continue or q to quit ==> 
*       82 *       16 *   4576706 *        68 *        19 *      2212 * 12.866373 * 273.47252 * 146.18286 * 2.5223358 *
*       82 *       17 *   4576706 *        68 *        19 *     10030 * 46.469238 * 245.23845 * 106.68786 * 2.3409808 *
*       82 *       18 *   4576706 *        68 *        19 *      2112 * 11.055545 * 63.898418 * 18.552593 * 2.6812194 *
*       83 *        0 *   4618551 *        69 *        10 *        22 * 4.9455264 * 202.83470 * 135.16259 * 0.8022538 *
*       83 *        1 *   4618551 *        69 *        10 *        22 * 1.9634004 * 243.25141 * 79.244032 * 0.8022723 *
*       83 *        2 *   4618551 *        69 *        10 *      2112 * 15.496696 * 177.84262 * 11.403506 * 2.3430005 *
*       83 *        3 *   4618551 *        69 *        10 *      2212 * 8.3879126 * 39.902620 * 41.315257 * 3.0048735 *
*       83 *        4 *   4618551 *        69 *        10 *      2112 * 10.932561 * 284.66181 * 76.227077 * 2.6934320 *
*       83 *        5 *   4618551 *        69 *        10 *      2212 * 6.4707420 * 53.611579 * 31.342958 * 3.3513038 *
*       83 *        6 *   4618551 *        69 *        10 *      2212 * 16.061808 * 314.36673 * 42.490895 * 2.3108922 *
*       83 *        7 *   4618551 *        69 *        10 *      2112 * 17.623870 * 127.04716 * 33.994967 * 2.2289571 *
*       83 *        8 *   4618551 *        69 *        10 *     10020 * 26.198211 * 118.82854 * 47.068399 * 2.5019483 *
*       83 *        9 *   4618551 *        69 *        10 *    100220 * 114.59938 * 267.94639 * 4.2947305 * 3.6636231 *
*       84 *        0 *   4634031 *        70 *        10 *        22 * 6.3557322 * 353.99273 * 24.430033 * 0.8025865 *
*       84 *        1 *   4634031 *        70 *        10 *        22 * 4.9222264 * 150.19329 * 73.774235 * 0.8031103 *
*       84 *        2 *   4634031 *        70 *        10 *        22 * 0.0663406 * 354.88684 * 94.993521 * 0.8025005 *
*       84 *        3 *   4634031 *        70 *        10 *      2112 * 3.9914277 * 233.47540 * 23.877227 * 4.1299066 *
*       84 *        4 *   4634031 *        70 *        10 *      2112 * 36.061208 * 238.49120 * 23.833312 * 1.7155762 *
*       84 *        5 *   4634031 *        70 *        10 *     10020 * 21.251543 *  141.5353 * 39.905447 * 2.7251885 *
*       84 *        6 *   4634031 *        70 *        10 *      2212 * 28.633821 * 288.60324 * 38.811882 * 1.8584854 *
*       84 *        7 *   4634031 *        70 *        10 *      2112 * 8.8184262 * 71.713123 * 50.051617 * 2.9460562 *
*       84 *        8 *   4634031 *        70 *        10 *      2212 * 8.4648955 * 183.44837 * 66.350846 * 2.9911312 *
*       84 *        9 *   4634031 *        70 *        10 *    110230 * 113.17704 * 12.038728 * 6.8907715 * 3.7552966 *
*       85 *        0 *   4636520 *        71 *        10 *     90200 * 98.383631 * 159.55510 * 7.7883152 * 3.7554803 *
*       85 *        1 *   4636520 *        71 *        10 *        22 * 0.6916986 * 154.70503 * 64.288597 * 0.8019640 *
Type <CR> to continue or q to quit ==> 
*       85 *        2 *   4636520 *        71 *        10 *        22 * 2.8553367 * 62.636309 * 101.65012 * 0.8024746 *
*       85 *        3 *   4636520 *        71 *        10 *        22 * 2.4590378 * 155.37454 * 53.697148 * 0.8020387 *
*       85 *        4 *   4636520 *        71 *        10 *      2212 * 13.861915 * 197.63906 * 45.870873 * 2.4455653 *
*       85 *        5 *   4636520 *        71 *        10 *      2112 * 13.327344 * 204.07378 * 44.084278 * 2.4858258 *
*       85 *        6 *   4636520 *        71 *        10 *      2212 * 8.0063276 * 298.97600 * 61.372641 * 3.0662074 *
*       85 *        7 *   4636520 *        71 *        10 *     20040 * 12.185681 * 354.99766 * 24.484325 * 4.6457495 *
*       85 *        8 *   4636520 *        71 *        10 *     10020 * 45.743422 * 16.269802 * 24.688745 * 2.0198266 *
*       85 *        9 *   4636520 *        71 *        10 *      2112 * 30.147526 * 20.209874 * 30.511995 * 1.8282492 *
*       86 *        0 *   4692357 *        72 *         8 *    100240 * 161.79837 * 239.11040 * 4.6268817 * 3.2806232 *
*       86 *        1 *   4692357 *        72 *         8 *        22 * 2.2021855 * 271.50240 * 30.905504 * 0.8028660 *
*       86 *        2 *   4692357 *        72 *         8 *        22 * 3.6649353 * 346.75751 * 62.375347 * 0.8030216 *
*       86 *        3 *   4692357 *        72 *         8 *      2112 * 10.632957 * 253.35730 * 17.430165 * 2.7246941 *
*       86 *        4 *   4692357 *        72 *         8 *      2212 * 3.9217338 * 227.90625 * 37.511793 * 4.1626317 *
*       86 *        5 *   4692357 *        72 *         8 *      2212 * 0.7329607 * 229.96217 * 83.232274 * 8.9966174 *
*       86 *        6 *   4692357 *        72 *         8 *     10020 * 22.513069 * 58.779740 * 26.624573 * 2.6592491 *
*       86 *        7 *   4692357 *        72 *         8 *      2212 * 31.349049 * 59.546560 * 116.75272 * 1.8008916 *
*       87 *        0 *   4708734 *        73 *         7 *     40070 * 80.402471 * 160.99985 * 6.0230208 * 2.6330249 *
*       87 *        1 *   4708734 *        73 *         7 *        22 * 7.1130686 * 119.26182 * 66.853237 * 0.8022970 *
*       87 *        2 *   4708734 *        73 *         7 *      2112 * 1.8339127 * 33.732521 * 76.070812 * 5.8624630 *
*       87 *        3 *   4708734 *        73 *         7 *      2112 * 22.827924 * 136.78709 * 35.714201 * 2.0209806 *
*       87 *        4 *   4708734 *        73 *         7 *     10030 * 21.715305 * 73.496345 * 18.750869 * 3.1897964 *
*       87 *        5 *   4708734 *        73 *         7 *     20040 * 27.133262 * 322.18551 * 55.064819 * 3.2750723 *
*       87 *        6 *   4708734 *        73 *         7 *     70140 * 60.843275 * 191.41293 * 8.2024831 * 3.9656477 *
*       88 *        0 *   4744642 *        74 *        23 *    380820 * 33.694537 * 271.24792 * 11.443000 * 11.805405 *
*       88 *        1 *   4744642 *        74 *        23 *        22 * 0.5848900 * 335.97655 * 55.218891 * 0.8029423 *
Type <CR> to continue or q to quit ==> 
*       88 *        2 *   4744642 *        74 *        23 *        22 * 0.7539157 * 348.01358 * 94.579215 * 0.8030118 *
*       88 *        3 *   4744642 *        74 *        23 *        22 * 0.6550354 * 258.65734 * 136.82398 * 0.8026624 *
*       88 *        4 *   4744642 *        74 *        23 *        22 * 0.8550658 * 221.63604 * 62.257828 * 0.8024700 *
*       88 *        5 *   4744642 *        74 *        23 *        22 * 0.7534862 * 1.0327040 * 140.11315 * 0.8028787 *
*       88 *        6 *   4744642 *        74 *        23 *        22 * 0.7773733 * 37.647269 * 32.271136 * 0.8027747 *
*       88 *        7 *   4744642 *        74 *        23 *        22 * 0.9479719 * 231.48057 * 84.638358 * 0.8025003 *
*       88 *        8 *   4744642 *        74 *        23 *        22 * 1.0690276 * 213.50523 * 77.435958 * 0.8024133 *
*       88 *        9 *   4744642 *        74 *        23 *        22 * 1.2012368 * 144.18199 * 44.095851 * 0.8024240 *
*       88 *       10 *   4744642 *        74 *        23 *        22 * 1.3044372 * 85.733457 * 143.59110 * 0.8026239 *
*       88 *       11 *   4744642 *        74 *        23 *      2212 * 4.1804649 * 75.654818 * 86.248835 * 4.0467687 *
*       88 *       12 *   4744642 *        74 *        23 *      2212 * 7.7895484 * 137.69865 * 39.065613 * 3.0950192 *
*       88 *       13 *   4744642 *        74 *        23 *      2112 * 8.4688561 * 78.908009 * 77.319921 * 2.9918860 *
*       88 *       14 *   4744642 *        74 *        23 *      2212 * 7.5730724 * 101.09009 * 79.931266 * 3.1323365 *
*       88 *       15 *   4744642 *        74 *        23 *      2112 * 13.512106 * 4.6863094 * 40.014843 * 2.4749435 *
*       88 *       16 *   4744642 *        74 *        23 *      2112 * 6.7035349 * 86.524483 * 69.055909 * 3.3007584 *
*       88 *       17 *   4744642 *        74 *        23 *      2212 * 18.798289 * 341.18180 * 20.929273 * 2.1746596 *
*       88 *       18 *   4744642 *        74 *        23 *      2112 * 15.709241 * 146.41919 * 26.389722 * 2.3303322 *
*       88 *       19 *   4744642 *        74 *        23 *      2112 * 3.7312491 * 239.87495 * 85.628626 * 4.2561575 *
*       88 *       20 *   4744642 *        74 *        23 *      2112 * 14.429331 * 125.28874 * 76.620871 * 2.4086829 *
*       88 *       21 *   4744642 *        74 *        23 *      2112 * 15.808845 * 261.68203 * 164.44718 * 2.3254347 *
*       88 *       22 *   4744642 *        74 *        23 *      2112 * 17.617935 * 312.58038 * 23.271062 * 2.2304725 *
*       89 *        0 *   4874814 *       -16 *         1 *     80180 * 275.06306 * 63.903331 * 8.5276246 * 2.3483029 *
*       90 *        0 *   4891667 *       -17 *         1 *     80180 * 274.94298 * 315.93660 * 20.805154 * 2.3488832 *
*       91 *        0 *   4991920 *        75 *        17 *    370800 * 47.229562 * 343.34175 * 14.793254 * 9.9296092 *
*       91 *        1 *   4991920 *        75 *        17 *        22 * 0.1818560 * 291.07832 * 9.3748088 * 0.8026815 *
Type <CR> to continue or q to quit ==> 
*       91 *        2 *   4991920 *        75 *        17 *        22 * 0.1538260 *  73.10035 * 160.80085 * 0.8026563 *
*       91 *        3 *   4991920 *        75 *        17 *        22 * 0.0623102 * 268.20096 *  113.5824 * 0.8027203 *
*       91 *        4 *   4991920 *        75 *        17 *        22 * 0.2512593 * 159.09794 * 43.297717 * 0.8024388 *
*       91 *        5 *   4991920 *        75 *        17 *        22 * 0.5543150 * 270.20131 * 113.07981 * 0.8027302 *
*       91 *        6 *   4991920 *        75 *        17 *        22 * 0.7891854 * 40.902728 * 107.41531 * 0.8028180 *
*       91 *        7 *   4991920 *        75 *        17 *        22 * 1.0307013 * 197.73344 * 20.638361 * 0.8025593 *
*       91 *        8 *   4991920 *        75 *        17 *        22 * 1.1833797 * 3.7841421 * 106.74822 * 0.8029351 *
*       91 *        9 *   4991920 *        75 *        17 *        22 * 1.4498176 * 122.93615 * 88.628432 * 0.8024196 *
*       91 *       10 *   4991920 *        75 *        17 *      2112 * 1.8594556 * 304.65512 * 64.808464 * 5.8322619 *
*       91 *       11 *   4991920 *        75 *        17 *      2112 * 0.4879778 * 344.82855 * 113.48578 * 10.932043 *
*       91 *       12 *   4991920 *        75 *        17 *     10020 * 12.514181 * 53.128029 * 163.65663 * 3.3971576 *
*       91 *       13 *   4991920 *        75 *        17 *      2112 * 11.464843 * 72.012584 * 97.754482 * 2.6421158 *
*       91 *       14 *   4991920 *        75 *        17 *     20040 * 53.679578 * 116.47321 * 23.056001 * 2.4717779 *
*       91 *       15 *   4991920 *        75 *        17 *      2112 * 9.9115513 * 114.17144 * 59.341829 * 2.8023646 *
*       91 *       16 *   4991920 *        75 *        17 *     20040 * 72.104776 * 198.86311 * 98.182546 * 2.2020357 *
*       92 *        0 *   5019638 *        76 *        21 *        22 * 0.6181939 * 335.32393 * 92.088687 * 0.8030623 *
*       92 *        1 *   5019638 *        76 *        21 *        22 * 0.8222976 * 113.87968 * 73.037072 * 0.8021446 *
*       92 *        2 *   5019638 *        76 *        21 *        22 * 0.9449252 * 351.09329 * 114.53468 * 0.8029293 *
*       92 *        3 *   5019638 *        76 *        21 *        22 * 1.0272637 * 197.05435 * 72.372731 * 0.8025675 *
*       92 *        4 *   5019638 *        76 *        21 *        22 * 0.9868232 * 12.732263 * 55.566597 * 0.8027533 *
*       92 *        5 *   5019638 *        76 *        21 *        22 * 0.2681783 * 157.13317 * 99.879432 * 0.8022551 *
*       92 *        6 *   5019638 *        76 *        21 *        22 * 1.2821410 * 266.51768 * 25.208477 * 0.8028448 *
*       92 *        7 *   5019638 *        76 *        21 *        22 * 1.3434457 * 152.74172 * 66.264163 * 0.8022595 *
*       92 *        8 *   5019638 *        76 *        21 *        22 * 4.7654721 * 109.34175 * 119.71303 * 0.8021947 *
